SRR1298742.122	IGHG 27 0 
SRR1298742.8191	IGHM 113 1 
SRR1298742.4150	IGHM 113 0 
SRR1298742.6207	IGHG 27 0 
SRR1298742.7352	IGHG 27 0 
SRR1298742.7148	IGHM 113 0 
SRR1298742.4457	IGHM 113 0 
SRR1298742.8813	IGHG 27 0 
SRR1298742.6257	IGHM 113 0 
SRR1298742.7583	IGHM 113 0 
SRR1298742.8403	IGHG 27 0 
SRR1298742.7772	IGHM 113 0 
SRR1298742.3719	IGHG 27 0 
SRR1298742.1384	IGHG 27 0 
SRR1298742.5938	IGHG 27 0 
SRR1298742.8626	IGHM 113 0 
SRR1298742.6303	IGHM 113 0 
SRR1298742.1313	IGHG 20 0 
SRR1298742.3228	IGHM 113 2 
SRR1298742.6196	IGHM 113 0 
SRR1298742.8387	IGHM 113 1 
SRR1298742.4433	IGHG 27 0 
SRR1298742.1889	IGHG 27 0 
SRR1298742.4975	IGHM 113 0 
SRR1298742.4186	IGHG 27 0 
SRR1298742.3275	IGHM 113 0 
SRR1298742.7278	IGHM 113 0 
SRR1298742.2206	IGHG 27 0 
SRR1298742.5345	IGHG 27 0 
SRR1298742.2026	IGHG 27 0 
SRR1298742.594	IGHG 27 0 
SRR1298742.6799	IGHG 29 0 
SRR1298742.4305	IGHM 113 3 
SRR1298742.6509	IGHM 113 0 
SRR1298742.6657	IGHM 113 0 
SRR1298742.3271	IGHM 113 0 
SRR1298742.2569	IGHG 27 0 
SRR1298742.8320	IGHG 26 0 
SRR1298742.7165	IGHM 113 0 
SRR1298742.5007	IGHG 27 0 
SRR1298742.5800	IGHM 113 0 
SRR1298742.1341	IGHG 29 0 
SRR1298742.4442	IGHM 113 1 
SRR1298742.1766	IGHG 27 0 
SRR1298742.2669	IGHM 113 0 
SRR1298742.8099	IGHM 113 1 
SRR1298742.3717	IGHG 27 0 
SRR1298742.959	IGHG 27 0 
SRR1298742.7492	IGHG 29 0 
SRR1298742.3622	IGHM 113 0 
SRR1298742.5684	IGHG 27 0 
SRR1298742.1059	IGHG 29 0 
SRR1298742.1791	IGHG 27 0 
SRR1298742.1754	IGHG 29 0 
SRR1298742.9132	IGHM 113 0 
SRR1298742.5205	IGHM 113 0 
SRR1298742.2217	IGHG 27 0 
SRR1298742.185	IGHG 28 0 
SRR1298742.1128	IGHG 29 0 
SRR1298742.5573	IGHG 27 0 
SRR1298742.4590	IGHG 27 0 
SRR1298742.8897	IGHG 27 0 
SRR1298742.8102	IGHM 113 0 
SRR1298742.6633	IGHG 27 0 
SRR1298742.7873	IGHM 113 0 
SRR1298742.2665	IGHM 113 0 
SRR1298742.5391	IGHM 113 0 
SRR1298742.313	IGHG 27 0 
SRR1298742.6393	IGHG 27 0 
SRR1298742.4774	IGHG 27 0 
SRR1298742.7297	IGHM 113 0 
SRR1298742.1561	IGHG 29 0 
SRR1298742.4567	IGHG 27 0 
SRR1298742.1400	IGHG 29 0 
SRR1298742.5818	IGHM 113 0 
SRR1298742.4153	IGHM 114 0 
SRR1298742.795	IGHG 27 0 
SRR1298742.1611	IGHG 29 0 
SRR1298742.4266	IGHG 27 0 
SRR1298742.6625	IGHM 113 0 
SRR1298742.1576	IGHG 27 0 
SRR1298742.910	IGHG 27 0 
SRR1298742.6171	IGHM 113 0 
SRR1298742.8253	IGHG 29 0 
SRR1298742.9044	IGHM 113 0 
SRR1298742.6518	IGHG 27 0 
SRR1298742.8925	IGHG 27 0 
SRR1298742.244	IGHM 113 0 
SRR1298742.6444	IGHG 27 0 
SRR1298742.8745	IGHG 29 0 
SRR1298742.3843	IGHG 29 0 
SRR1298742.7531	IGHG 29 0 
SRR1298742.7768	IGHM 113 1 
SRR1298742.8854	IGHG 29 0 
SRR1298742.1712	IGHG 27 0 
SRR1298742.3127	IGHG 29 0 
SRR1298742.3036	IGHG 27 0 
SRR1298742.4132	IGHG 27 0 
SRR1298742.4510	IGHG 27 0 
SRR1298742.1120	IGHG 29 0 
SRR1298742.4285	IGHG 27 0 
SRR1298742.1834	IGHM 113 0 
SRR1298742.2851	IGHG 26 0 
SRR1298742.187	IGHG 27 0 
SRR1298742.5008	IGHG 27 0 
SRR1298742.210	IGHG 27 0 
SRR1298742.7182	IGHG 29 1 
SRR1298742.2237	IGHG 27 0 
SRR1298742.5386	IGHM 113 1 
SRR1298742.5845	IGHM 113 1 
SRR1298742.4710	IGHG 27 0 
SRR1298742.9317	IGHG 27 0 
SRR1298742.3980	IGHG 27 0 
SRR1298742.139	IGHG 27 0 
SRR1298742.7627	IGHG 29 0 
SRR1298742.1098	IGHG 27 0 
SRR1298742.3138	IGHG 27 0 
SRR1298742.1401	IGHG 29 0 
SRR1298742.6431	IGHM 113 0 
SRR1298742.3846	IGHM 113 0 
SRR1298742.5963	IGHG 29 0 
SRR1298742.3469	IGHM 113 0 
SRR1298742.5238	IGHG 27 0 
SRR1298742.4579	IGHM 113 2 
SRR1298742.8	IGHG 27 0 
SRR1298742.7513	IGHM 113 0 
SRR1298742.1134	IGHG 27 0 
SRR1298742.2491	IGHG 27 0 
SRR1298742.3569	IGHG 29 0 
SRR1298742.7645	IGHG 27 0 
SRR1298742.4641	IGHM 113 0 
SRR1298742.8550	IGHM 113 0 
SRR1298742.7312	IGHM 113 0 
SRR1298742.3880	IGHM 113 0 
SRR1298742.8607	IGHG 29 0 
SRR1298742.7677	IGHM 113 0 
SRR1298742.5907	IGHG 29 0 
SRR1298742.3032	IGHG 29 0 
SRR1298742.8786	IGHM 113 0 
SRR1298742.6445	IGHG 29 0 
SRR1298742.1465	IGHG 29 0 
SRR1298742.5710	IGHG 27 0 
SRR1298742.8005	IGHG 27 0 
SRR1298742.1822	IGHG 27 0 
SRR1298742.7592	IGHM 113 0 
SRR1298742.8770	IGHG 29 0 
SRR1298742.8975	IGHG 27 0 
SRR1298742.4139	IGHG 27 0 
SRR1298742.4099	IGHG 27 0 
SRR1298742.4875	IGHG 27 0 
SRR1298742.1219	IGHG 27 0 
SRR1298742.7824	IGHG 29 0 
SRR1298742.8578	IGHG 29 0 
SRR1298742.3085	IGHG 27 0 
SRR1298742.6159	IGHM 113 0 
SRR1298742.5716	IGHG 27 0 
SRR1298742.6874	IGHG 29 0 
SRR1298742.4055	IGHG 27 0 
SRR1298742.1151	IGHG 27 0 
SRR1298742.2731	IGHG 27 0 
SRR1298742.9417	IGHG 29 0 
SRR1298742.6789	IGHM 113 0 
SRR1298742.6462	IGHM 113 0 
SRR1298742.3211	IGHG 27 0 
SRR1298742.1105	IGHG 27 1 IGHE 29 2 IGHE 29 2 
SRR1298742.7595	IGHM 113 0 
SRR1298742.6135	IGHM 113 0 
SRR1298742.3476	IGHG 26 0 
SRR1298742.4804	IGHG 27 0 
SRR1298742.995	IGHG 27 0 
SRR1298742.7550	IGHG 27 0 
SRR1298742.2019	IGHM 113 1 
SRR1298742.5009	IGHG 29 1 
SRR1298742.7565	IGHM 113 0 
SRR1298742.1100	IGHG 27 0 
SRR1298742.8182	IGHG 29 0 
SRR1298742.6386	IGHM 113 0 
SRR1298742.2345	IGHG 27 0 
SRR1298742.2818	IGHG 27 0 
SRR1298742.8885	IGHG 29 0 
SRR1298742.3934	IGHM 113 1 
SRR1298742.5882	IGHM 113 0 
SRR1298742.7581	IGHM 113 0 
SRR1298742.652	IGHG 27 0 
SRR1298742.781	IGHM 113 0 
SRR1298742.6163	IGHG 27 0 
SRR1298742.2718	IGHG 27 0 
SRR1298742.8575	IGHG 27 0 
SRR1298742.8134	IGHM 113 0 
SRR1298742.8108	IGHG 29 0 
SRR1298742.4364	IGHM 113 1 
SRR1298742.7000	IGHM 113 0 
SRR1298742.3389	IGHG 29 0 
SRR1298742.1690	IGHM 113 1 
SRR1298742.6308	IGHG 27 0 
SRR1298742.6313	IGHG 27 0 
SRR1298742.4655	IGHM 113 0 
SRR1298742.1069	IGHG 29 0 
SRR1298742.3252	IGHG 27 0 
SRR1298742.4879	IGHG 27 0 
SRR1298742.8807	IGHM 113 0 
SRR1298742.4740	IGHM 113 0 
SRR1298742.9454	IGHM 114 0 
SRR1298742.3866	IGHG 29 0 
SRR1298742.1781	IGHM 113 0 
SRR1298742.1555	IGHM 113 1 
SRR1298742.6668	IGHM 113 0 
SRR1298742.9381	IGHG 27 0 
SRR1298742.728	IGHG 27 0 
SRR1298742.8664	IGHM 113 2 
SRR1298742.3509	IGHG 27 0 
SRR1298742.3588	IGHM 114 0 
SRR1298742.7604	IGHG 29 0 
SRR1298742.7287	IGHG 29 0 
SRR1298742.4399	IGHG 27 0 
SRR1298742.3849	IGHG 29 0 
SRR1298742.7204	IGHM 113 1 
SRR1298742.1276	IGHG 27 0 
SRR1298742.5531	IGHM 113 0 
SRR1298742.481	IGHG 27 0 
SRR1298742.1310	IGHG 29 0 
SRR1298742.3362	IGHG 29 0 
SRR1298742.8132	IGHM 113 0 
SRR1298742.3231	IGHG 27 0 
SRR1298742.7041	IGHG 27 0 
SRR1298742.1831	IGHG 26 0 
SRR1298742.862	IGHG 27 0 
SRR1298742.9447	IGHG 29 0 
SRR1298742.2505	IGHM 113 0 
SRR1298742.5114	IGHM 113 0 
SRR1298742.939	IGHM 113 0 
SRR1298742.440	IGHG 29 0 
SRR1298742.8052	IGHM 113 1 
SRR1298742.2672	IGHG 27 0 
SRR1298742.8629	IGHM 113 0 
SRR1298742.6009	IGHM 113 1 
SRR1298742.5792	IGHM 113 0 
SRR1298742.1929	IGHM 113 0 
SRR1298742.1515	IGHG 29 0 
SRR1298742.6367	IGHM 113 0 
SRR1298742.4297	IGHG 27 0 
SRR1298742.7720	IGHM 113 0 
SRR1298742.7502	IGHG 27 0 
SRR1298742.2452	IGHM 113 0 
SRR1298742.3609	IGHG 29 1 
SRR1298742.3593	IGHG 27 0 
SRR1298742.1490	IGHG 29 0 
SRR1298742.5127	IGHG 27 0 
SRR1298742.8297	IGHM 113 1 
SRR1298742.3045	IGHM 113 0 
SRR1298742.5964	IGHM 113 1 
SRR1298742.2967	IGHM 113 0 
SRR1298742.3227	IGHG 29 0 
SRR1298742.2645	IGHG 27 0 
SRR1298742.5981	IGHG 27 0 
SRR1298742.2951	IGHM 113 0 
SRR1298742.5741	IGHM 113 0 
SRR1298742.7855	IGHM 113 0 
SRR1298742.4550	IGHG 28 0 
SRR1298742.6366	IGHM 113 0 
SRR1298742.419	IGHG 27 0 
SRR1298742.6343	IGHG 27 0 
SRR1298742.5087	IGHG 27 0 
SRR1298742.573	IGHG 29 0 
SRR1298742.4260	IGHG 27 0 
SRR1298742.8850	IGHG 29 0 
SRR1298742.6478	IGHG 27 0 
SRR1298742.6085	IGHM 113 0 
SRR1298742.3263	IGHG 27 0 
SRR1298742.7020	IGHG 27 0 
SRR1298742.4033	IGHM 113 0 
SRR1298742.8696	IGHG 27 0 
SRR1298742.4089	IGHG 27 0 
SRR1298742.3384	IGHM 113 0 
SRR1298742.7358	IGHM 113 0 
SRR1298742.8774	IGHG 27 0 
SRR1298742.8817	IGHM 113 0 
SRR1298742.5902	IGHG 27 0 
SRR1298742.1520	IGHG 27 0 
SRR1298742.3042	IGHM 113 0 
SRR1298742.2171	IGHG 26 0 
SRR1298742.1032	IGHG 27 0 
SRR1298742.981	IGHG 27 0 
SRR1298742.4148	IGHM 113 0 
SRR1298742.6578	IGHG 27 0 
SRR1298742.4943	IGHG 27 0 
SRR1298742.4302	IGHG 29 0 
SRR1298742.4423	IGHG 29 0 
SRR1298742.3670	IGHM 113 0 
SRR1298742.8524	IGHG 29 0 
SRR1298742.2365	IGHM 113 0 
SRR1298742.2089	IGHG 27 0 
SRR1298742.1193	IGHG 29 0 
SRR1298742.1904	IGHG 29 0 
SRR1298742.1650	IGHG 29 0 
SRR1298742.8453	IGHG 27 0 
SRR1298742.3845	IGHG 27 0 
SRR1298742.6531	IGHM 113 0 
SRR1298742.9405	IGHG 29 0 
SRR1298742.5904	IGHM 113 0 
SRR1298742.5073	IGHG 27 0 
SRR1298742.2501	IGHG 27 0 
SRR1298742.2279	IGHG 27 0 
SRR1298742.3358	IGHG 29 0 
SRR1298742.499	IGHG 29 0 
SRR1298742.7149	IGHM 113 1 
SRR1298742.4042	IGHG 27 0 
SRR1298742.4103	IGHG 27 0 
SRR1298742.9332	IGHM 113 0 
SRR1298742.3356	IGHG 27 0 
SRR1298742.4476	IGHG 27 0 
SRR1298742.1990	IGHG 27 0 
SRR1298742.1223	IGHG 29 0 
SRR1298742.8986	IGHM 113 0 
SRR1298742.4944	IGHM 113 0 
SRR1298742.5050	IGHM 113 0 
SRR1298742.416	IGHG 27 0 
SRR1298742.7354	IGHG 29 0 
SRR1298742.1907	IGHG 27 0 
SRR1298742.9089	IGHG 27 0 
SRR1298742.8386	IGHG 27 0 
SRR1298742.7446	IGHG 27 0 
SRR1298742.5258	IGHM 113 0 
SRR1298742.7831	IGHG 27 0 
SRR1298742.193	IGHG 29 0 
SRR1298742.546	IGHG 27 0 
SRR1298742.4047	IGHG 29 0 
SRR1298742.6807	IGHM 113 0 
SRR1298742.8590	IGHM 113 0 
SRR1298742.4224	IGHM 113 0 
SRR1298742.498	IGHM 113 0 
SRR1298742.63	IGHG 27 0 
SRR1298742.3589	IGHG 27 0 
SRR1298742.6584	IGHM 113 0 
SRR1298742.6647	IGHM 113 1 
SRR1298742.6323	IGHG 27 0 
SRR1298742.4958	IGHG 27 0 
SRR1298742.8289	IGHG 27 0 
SRR1298742.4098	IGHG 27 0 
SRR1298742.9341	IGHG 27 0 
SRR1298742.7907	IGHG 27 0 
SRR1298742.5457	IGHG 24 0 
SRR1298742.6373	IGHG 27 0 
SRR1298742.3690	IGHG 27 0 
SRR1298742.1436	IGHG 29 0 
SRR1298742.7528	IGHG 29 0 
SRR1298742.3908	IGHG 27 0 
SRR1298742.6192	IGHG 27 0 
SRR1298742.4377	IGHG 27 0 
SRR1298742.4447	IGHG 26 0 
SRR1298742.6621	IGHG 27 0 
SRR1298742.6667	IGHG 29 0 
SRR1298742.8892	IGHG 27 0 
SRR1298742.7908	IGHG 27 0 
SRR1298742.7213	IGHG 27 0 
SRR1298742.26	IGHG 29 0 
SRR1298742.5829	IGHG 26 0 
SRR1298742.3606	IGHM 113 0 
SRR1298742.1837	IGHM 113 0 
SRR1298742.4738	IGHG 27 0 
SRR1298742.6639	IGHG 27 0 
SRR1298742.4868	IGHM 113 0 
SRR1298742.1809	IGHG 27 0 
SRR1298742.7799	IGHG 29 0 
SRR1298742.7557	IGHG 27 0 
SRR1298742.6644	IGHG 29 0 
SRR1298742.1610	IGHG 27 0 
SRR1298742.5055	IGHG 27 0 
SRR1298742.6665	IGHG 29 0 
SRR1298742.3472	IGHM 113 0 
SRR1298742.7988	IGHM 113 0 
SRR1298742.552	IGHG 27 0 
SRR1298742.1093	IGHG 29 0 
SRR1298742.7796	IGHG 27 0 
SRR1298742.5914	IGHG 27 0 
SRR1298742.4182	IGHG 26 0 
SRR1298742.5793	IGHM 113 0 
SRR1298742.5812	IGHG 27 0 
SRR1298742.2916	IGHG 27 0 
SRR1298742.1652	IGHG 29 0 
SRR1298742.8120	IGHM 113 0 
SRR1298742.3123	IGHG 27 0 
SRR1298742.586	IGHG 27 0 
SRR1298742.747	IGHG 27 0 
SRR1298742.564	IGHG 29 0 
SRR1298742.4842	IGHG 27 0 
SRR1298742.5336	IGHG 27 0 
SRR1298742.4855	IGHM 113 0 
SRR1298742.6879	IGHG 29 0 
SRR1298742.4640	IGHG 27 0 
SRR1298742.7144	IGHG 27 0 
SRR1298742.5885	IGHM 113 0 
SRR1298742.8241	IGHM 113 1 
SRR1298742.199	IGHG 27 0 
SRR1298742.6946	IGHM 110 0 
SRR1298742.6525	IGHG 29 0 
SRR1298742.618	IGHG 25 0 
SRR1298742.3068	IGHG 27 0 
SRR1298742.7564	IGHM 113 0 
SRR1298742.745	IGHG 27 0 
SRR1298742.2142	IGHM 113 1 
SRR1298742.6218	IGHG 27 0 
SRR1298742.7939	IGHM 113 0 
SRR1298742.1718	IGHG 27 0 
SRR1298742.5098	IGHG 27 0 
SRR1298742.8139	IGHM 113 0 
SRR1298742.6878	IGHM 113 0 
SRR1298742.3236	IGHM 113 0 
SRR1298742.2811	IGHG 27 0 
SRR1298742.245	IGHG 27 0 
SRR1298742.6103	IGHM 113 0 
SRR1298742.5950	IGHM 113 0 
SRR1298742.6675	IGHM 113 1 
SRR1298742.4638	IGHG 29 0 
SRR1298742.5472	IGHG 27 0 
SRR1298742.1590	IGHG 27 0 
SRR1298742.1250	IGHG 27 0 
SRR1298742.7402	IGHM 113 2 
SRR1298742.2874	IGHM 113 0 
SRR1298742.4558	IGHM 113 0 
SRR1298742.3268	IGHG 29 0 
SRR1298742.944	IGHG 29 0 
SRR1298742.7218	IGHG 27 0 
SRR1298742.9061	IGHG 27 0 
SRR1298742.3113	IGHM 113 0 
SRR1298742.4661	IGHM 113 1 
SRR1298742.8871	IGHM 113 0 
SRR1298742.64	IGHG 27 0 
SRR1298742.928	IGHG 29 0 
SRR1298742.6486	IGHG 27 0 
SRR1298742.7539	IGHG 27 0 
SRR1298742.9228	IGHM 113 0 
SRR1298742.1757	IGHG 27 0 
SRR1298742.7390	IGHM 106 0 
SRR1298742.1810	IGHM 113 0 
SRR1298742.4571	IGHG 29 0 
SRR1298742.7185	IGHG 29 1 
SRR1298742.846	IGHG 27 0 
SRR1298742.5	IGHG 27 0 
SRR1298742.8170	IGHG 29 0 
SRR1298742.7620	IGHM 113 0 
SRR1298742.4778	IGHG 27 0 
SRR1298742.5223	IGHG 29 0 
SRR1298742.6739	IGHG 27 0 
SRR1298742.3281	IGHG 27 0 
SRR1298742.2754	IGHM 113 0 
SRR1298742.4368	IGHG 26 0 
SRR1298742.8893	IGHM 113 0 
SRR1298742.2162	IGHG 29 0 
SRR1298742.5451	IGHG 27 0 
SRR1298742.8023	IGHG 27 0 
SRR1298742.1103	IGHG 27 0 
SRR1298742.8027	IGHM 113 0 
SRR1298742.1601	IGHM 113 0 
SRR1298742.8722	IGHM 113 0 
SRR1298742.8411	IGHM 113 0 
SRR1298742.3055	IGHM 113 0 
SRR1298742.1499	IGHG 29 0 
SRR1298742.3510	IGHM 113 0 
SRR1298742.3901	IGHG 27 0 
SRR1298742.8968	IGHG 27 0 
SRR1298742.7727	IGHM 113 0 
SRR1298742.3255	IGHM 113 0 
SRR1298742.3989	IGHG 27 0 
SRR1298742.6368	IGHM 113 0 
SRR1298742.8511	IGHM 113 0 
SRR1298742.3238	IGHM 114 0 
SRR1298742.1344	IGHG 27 0 
SRR1298742.2623	IGHG 29 0 
SRR1298742.2737	IGHG 27 0 
SRR1298742.4200	IGHM 113 0 
SRR1298742.421	IGHG 29 0 
SRR1298742.5581	IGHM 113 0 
SRR1298742.6480	IGHM 113 0 
SRR1298742.6215	IGHM 113 0 
SRR1298742.5213	IGHG 29 0 
SRR1298742.774	IGHM 113 1 
SRR1298742.8152	IGHM 113 0 
SRR1298742.2329	IGHG 27 0 
SRR1298742.5637	IGHG 27 0 
SRR1298742.754	IGHG 27 0 
SRR1298742.3118	IGHG 29 0 
SRR1298742.2447	IGHG 27 0 
SRR1298742.3423	IGHM 113 0 
SRR1298742.7251	IGHG 27 0 
SRR1298742.2240	IGHG 29 0 
SRR1298742.1653	IGHG 27 0 
SRR1298742.2277	IGHM 113 0 
SRR1298742.5667	IGHM 113 0 
SRR1298742.5954	IGHG 27 0 
SRR1298742.7811	IGHM 113 1 
SRR1298742.3035	IGHG 27 0 
SRR1298742.8666	IGHG 26 0 
SRR1298742.7409	IGHG 29 0 
SRR1298742.6694	IGHM 113 1 
SRR1298742.7351	IGHG 27 0 
SRR1298742.7742	IGHG 29 0 
SRR1298742.8188	IGHM 113 1 
SRR1298742.1858	IGHG 27 0 
SRR1298742.5725	IGHG 29 0 
SRR1298742.8218	IGHM 113 0 
SRR1298742.5802	IGHG 27 0 
SRR1298742.2202	IGHG 26 0 
SRR1298742.3556	IGHM 113 0 
SRR1298742.2287	IGHG 29 0 
SRR1298742.5215	IGHG 27 0 
SRR1298742.8106	IGHM 113 0 
SRR1298742.3772	IGHM 113 0 
SRR1298742.8717	IGHG 29 0 
SRR1298742.6646	IGHM 113 0 
SRR1298742.5918	IGHG 27 0 
SRR1298742.4504	IGHG 29 0 
SRR1298742.5564	IGHM 113 0 
SRR1298742.128	IGHG 29 0 
SRR1298742.7562	IGHM 113 0 
SRR1298742.2714	IGHG 29 0 
SRR1298742.8181	IGHG 29 0 
SRR1298742.2667	IGHM 113 0 
SRR1298742.1004	IGHG 27 0 
SRR1298742.4696	IGHG 29 0 
SRR1298742.6492	IGHG 29 0 
SRR1298742.9210	IGHG 27 0 
SRR1298742.4657	IGHM 113 0 
SRR1298742.9214	IGHG 29 0 
SRR1298742.2638	IGHM 113 1 
SRR1298742.3209	IGHG 27 0 
SRR1298742.4565	IGHG 27 0 
SRR1298742.710	IGHM 113 4 
SRR1298742.4910	IGHM 113 0 
SRR1298742.2423	IGHM 113 0 
SRR1298742.6582	IGHM 113 0 
SRR1298742.4352	IGHG 29 0 
SRR1298742.7549	IGHM 113 1 
SRR1298742.3702	IGHG 27 0 
SRR1298742.4333	IGHM 113 0 
SRR1298742.484	IGHG 29 0 
SRR1298742.6936	IGHG 29 0 
SRR1298742.3109	IGHG 27 0 
SRR1298742.6033	IGHM 113 0 
SRR1298742.3633	IGHG 27 0 
SRR1298742.6091	IGHM 113 0 
SRR1298742.2031	IGHM 113 0 
SRR1298742.6511	IGHM 113 1 
SRR1298742.1535	IGHG 27 0 
SRR1298742.6695	IGHG 27 0 
SRR1298742.6589	IGHG 27 0 
SRR1298742.1350	IGHM 113 0 
SRR1298742.3136	IGHG 27 0 
SRR1298742.9112	IGHG 27 0 
SRR1298742.7258	IGHM 113 1 
SRR1298742.5713	IGHM 113 0 
SRR1298742.25	IGHG 27 0 
SRR1298742.1242	IGHG 29 0 
SRR1298742.4129	IGHM 113 0 
SRR1298742.8085	IGHG 27 0 
SRR1298742.6449	IGHG 27 0 
SRR1298742.4320	IGHM 113 0 
SRR1298742.7478	IGHG 27 0 
SRR1298742.6485	IGHM 113 0 
SRR1298742.7324	IGHG 27 0 
SRR1298742.1278	IGHG 29 0 
SRR1298742.3927	IGHG 27 0 
SRR1298742.1300	IGHG 27 0 
SRR1298742.2646	IGHG 29 0 
SRR1298742.497	IGHG 29 0 
SRR1298742.3030	IGHG 27 0 
SRR1298742.6494	IGHM 113 0 
SRR1298742.9207	IGHG 29 0 
SRR1298742.9268	IGHM 113 0 
SRR1298742.6925	IGHG 29 0 
SRR1298742.1541	IGHG 29 0 
SRR1298742.8057	IGHM 113 0 
SRR1298742.9426	IGHG 27 0 
SRR1298742.4507	IGHM 113 0 
SRR1298742.8623	IGHG 29 0 
SRR1298742.308	IGHG 27 0 
SRR1298742.5857	IGHG 27 0 
SRR1298742.3551	IGHG 29 0 
SRR1298742.4576	IGHG 29 0 
SRR1298742.1762	IGHM 113 0 
SRR1298742.4162	IGHG 27 0 
SRR1298742.3635	IGHG 29 0 
SRR1298742.8971	IGHM 113 0 
SRR1298742.2332	IGHG 27 0 
SRR1298742.9237	IGHG 27 0 
SRR1298742.4257	IGHM 113 1 
SRR1298742.8620	IGHG 27 0 
SRR1298742.5849	IGHG 27 0 
SRR1298742.6454	IGHM 113 0 
SRR1298742.4986	IGHG 27 0 
SRR1298742.1143	IGHG 26 0 
SRR1298742.9243	IGHG 27 0 
SRR1298742.6267	IGHM 113 1 
SRR1298742.5045	IGHG 27 0 
SRR1298742.4823	IGHG 29 0 
SRR1298742.7290	IGHG 27 0 
SRR1298742.4344	IGHG 29 0 
SRR1298742.1877	IGHM 113 0 
SRR1298742.5352	IGHM 113 0 
SRR1298742.8771	IGHG 27 0 
SRR1298742.1517	IGHG 27 0 
SRR1298742.2163	IGHG 29 0 
SRR1298742.8275	IGHM 113 0 
SRR1298742.4625	IGHG 29 0 
SRR1298742.54	IGHG 27 0 
SRR1298742.592	IGHG 29 0 
SRR1298742.395	IGHG 27 0 
SRR1298742.1137	IGHG 27 0 
SRR1298742.6751	IGHG 27 0 
SRR1298742.8638	IGHG 29 0 
SRR1298742.1933	IGHG 27 0 
SRR1298742.4980	IGHG 29 0 
SRR1298742.2366	IGHG 28 0 
SRR1298742.6019	IGHG 27 0 
SRR1298742.4768	IGHM 113 0 
SRR1298742.7448	IGHG 29 0 
SRR1298742.5505	IGHM 113 0 
SRR1298742.6816	IGHG 27 0 
SRR1298742.3519	IGHM 113 0 
SRR1298742.2127	IGHG 29 1 
SRR1298742.4734	IGHG 27 0 
SRR1298742.810	IGHG 29 0 
SRR1298742.5974	IGHM 113 0 
SRR1298742.5058	IGHG 29 0 
SRR1298742.8721	IGHM 113 0 
SRR1298742.7325	IGHM 113 1 
SRR1298742.3650	IGHM 113 0 
SRR1298742.2271	IGHG 27 0 
SRR1298742.2558	IGHG 29 0 
SRR1298742.2664	IGHG 29 0 
SRR1298742.4314	IGHG 29 0 
SRR1298742.1528	IGHG 29 0 
SRR1298742.1346	IGHG 27 0 
SRR1298742.4216	IGHM 113 1 
SRR1298742.5496	IGHM 113 0 
SRR1298742.2767	IGHG 29 0 
SRR1298742.6730	IGHM 113 0 
SRR1298742.6837	IGHM 113 1 
SRR1298742.2448	IGHG 29 0 
SRR1298742.2311	IGHG 27 0 
SRR1298742.8229	IGHM 113 0 
SRR1298742.7360	IGHM 113 0 
SRR1298742.373	IGHG 27 0 
SRR1298742.7804	IGHG 29 0 
SRR1298742.5763	IGHG 27 0 
SRR1298742.2801	IGHM 113 0 
SRR1298742.7578	IGHG 27 0 
SRR1298742.8838	IGHG 26 0 
SRR1298742.4766	IGHM 113 0 
SRR1298742.3148	IGHG 29 0 
SRR1298742.7540	IGHG 27 0 
SRR1298742.9072	IGHM 113 0 
SRR1298742.5941	IGHM 113 1 
SRR1298742.202	IGHG 27 0 
SRR1298742.4537	IGHG 29 0 
SRR1298742.206	IGHG 27 0 
SRR1298742.1454	IGHG 29 0 
SRR1298742.8363	IGHM 113 0 
SRR1298742.3406	IGHM 113 0 
SRR1298742.7657	IGHM 113 1 
SRR1298742.3516	IGHG 27 0 
SRR1298742.5706	IGHG 27 0 
SRR1298742.6550	IGHM 113 0 
SRR1298742.5229	IGHG 26 0 
SRR1298742.9353	IGHM 114 0 
SRR1298742.7169	IGHG 29 0 
SRR1298742.6847	IGHM 113 0 
SRR1298742.8417	IGHM 113 0 
SRR1298742.9327	IGHM 113 0 
SRR1298742.3508	IGHG 29 0 
SRR1298742.9297	IGHM 113 1 
SRR1298742.9060	IGHM 113 0 
SRR1298742.6961	IGHG 27 0 
SRR1298742.4930	IGHM 113 0 
SRR1298742.687	IGHG 27 0 
SRR1298742.7911	IGHG 27 0 
SRR1298742.4997	IGHG 27 0 
SRR1298742.2875	IGHG 29 0 
SRR1298742.1240	IGHG 27 0 
SRR1298742.5013	IGHG 29 0 
SRR1298742.7206	IGHG 27 0 
SRR1298742.2422	IGHM 113 0 
SRR1298742.1086	IGHG 29 0 
SRR1298742.8992	IGHM 113 0 
SRR1298742.3726	IGHG 26 0 
SRR1298742.177	IGHG 29 0 
SRR1298742.5485	IGHG 27 0 
SRR1298742.5413	IGHM 113 0 
SRR1298742.4323	IGHG 27 0 
SRR1298742.1830	IGHG 27 0 
SRR1298742.1953	IGHG 29 0 
SRR1298742.9110	IGHM 113 0 
SRR1298742.4068	IGHG 29 0 
SRR1298742.925	IGHG 29 0 
SRR1298742.9050	IGHM 113 0 
SRR1298742.1074	IGHG 27 0 
SRR1298742.7641	IGHG 27 0 
SRR1298742.3825	IGHM 113 0 
SRR1298742.600	IGHM 113 1 
SRR1298742.2546	IGHM 113 0 
SRR1298742.6964	IGHG 27 0 
SRR1298742.3086	IGHG 27 0 
