SRR1298742.4027	IGHJ2 49 3 
SRR1298742.698	IGHJ6 58 3 
SRR1298742.1821	IGHJ4 41 1 
SRR1298742.4135	IGHJ5 49 0 
SRR1298742.8125	IGHJ6 46 1 
SRR1298742.7862	IGHJ5 40 1 IGHJ4 40 2 IGHJ4 40 2 IGHJ4 40 3 
SRR1298742.6175	IGHJ6 41 1 
SRR1298742.2924	IGHJ3 49 0 
SRR1298742.2055	IGHJ2 49 3 
SRR1298742.7275	IGHJ5 49 0 
SRR1298742.7397	IGHJ5 45 3 
SRR1298742.3274	IGHJ6 58 3 
SRR1298742.3460	IGHJ6 46 1 
SRR1298742.6918	IGHJ4 46 0 
SRR1298742.1849	IGHJ6 46 1 
SRR1298742.4916	IGHJ6 46 1 
SRR1298742.6107	IGHJ5 49 0 
SRR1298742.8064	IGHJ6 46 1 
SRR1298742.4898	IGHJ6 46 1 
SRR1298742.5858	IGHJ3 49 0 
SRR1298742.9312	IGHJ5 49 0 
SRR1298742.3546	IGHJ5 49 0 
SRR1298742.1318	IGHJ6 46 1 
SRR1298742.8742	IGHJ5 49 0 
SRR1298742.8101	IGHJ4 41 1 
SRR1298742.4832	IGHJ6 53 3 
SRR1298742.3800	IGHJ6 46 1 
SRR1298742.7687	IGHJ6 58 3 
SRR1298742.674	IGHJ6 46 1 
SRR1298742.4301	IGHJ6 46 1 
SRR1298742.7010	IGHJ4 41 1 
SRR1298742.2364	mIGHJ1 25 1 IGHJ6 25 1 IGHJ6 25 1 IGHJ4 25 1 IGHJ6 24 1 IGHJ6 24 1 IGHJ5 35 2 IGHJ4 35 2 IGHJ1 35 2 IGHJ3 25 2 IGHJ3 25 2 
SRR1298742.172	IGHJ6 46 1 
SRR1298742.8385	IGHJ6 46 0 
SRR1298742.4666	IGHJ5 40 1 
SRR1298742.6849	IGHJ4 42 0 
SRR1298742.3616	IGHJ6 55 1 
SRR1298742.8094	IGHJ6 46 1 
SRR1298742.8654	IGHJ3 47 2 
SRR1298742.1480	IGHJ6 46 2 
SRR1298742.1676	IGHJ6 46 1 
SRR1298742.8115	IGHJ4 40 1 IGHJ5 40 3 
SRR1298742.7778	IGHJ6 41 1 
SRR1298742.6674	IGHJ4 42 0 
SRR1298742.3799	IGHJ5 49 0 
SRR1298742.5392	IGHJ6 46 1 
SRR1298742.1749	IGHJ4 41 0 
SRR1298742.9367	IGHJ5 49 0 
SRR1298742.4032	IGHJ6 46 1 
SRR1298742.6384	IGHJ6 41 1 
SRR1298742.9282	IGHJ6 46 1 
SRR1298742.4795	IGHJ6 46 1 
SRR1298742.2092	IGHJ3 44 3 
SRR1298742.9096	IGHJ6 46 2 
SRR1298742.176	IGHJ4 42 0 
SRR1298742.3420	IGHJ6 46 1 
SRR1298742.3942	IGHJ3 44 3 
SRR1298742.344	IGHJ6 58 3 
SRR1298742.5597	IGHJ6 55 3 
SRR1298742.5488	IGHJ4 42 0 
SRR1298742.6348	IGHJ6 58 3 
SRR1298742.1031	IGHJ5 45 0 
SRR1298742.3496	IGHJ6 41 1 
SRR1298742.2570	IGHJ6 46 1 
SRR1298742.495	IGHJ4 41 1 
SRR1298742.6994	IGHJ4 42 0 
SRR1298742.1767	IGHJ5 49 0 
SRR1298742.4622	IGHJ6 41 1 
SRR1298742.2758	IGHJ5 49 0 
SRR1298742.2710	IGHJ4 44 2 
SRR1298742.6407	IGHJ6 55 1 
SRR1298742.4584	IGHJ6 58 3 
SRR1298742.3077	IGHJ6 46 1 
SRR1298742.8637	IGHJ5 49 0 
SRR1298742.8161	IGHJ4 46 0 
SRR1298742.4361	IGHJ5 49 0 
SRR1298742.779	IGHJ3 44 3 
SRR1298742.3250	IGHJ3 47 1 
SRR1298742.5234	IGHJ6 58 3 
SRR1298742.2009	IGHJ5 49 0 
SRR1298742.7798	IGHJ5 49 0 
SRR1298742.5310	IGHJ3 47 1 
SRR1298742.8039	IGHJ6 46 1 
SRR1298742.4321	IGHJ3 36 1 
SRR1298742.7289	IGHJ4 42 0 
SRR1298742.3982	IGHJ3 44 3 
SRR1298742.4208	IGHJ5 49 0 
SRR1298742.1657	IGHJ5 49 1 
SRR1298742.3316	IGHJ5 49 0 
SRR1298742.3950	IGHJ6 46 1 
SRR1298742.2862	IGHJ5 49 0 
SRR1298742.593	IGHJ4 40 1 IGHJ5 40 3 
SRR1298742.5035	IGHJ6 42 0 
SRR1298742.5972	IGHJ6 46 1 
SRR1298742.4915	IGHJ6 41 1 
SRR1298742.6557	IGHJ5 49 1 
SRR1298742.4195	IGHJ6 46 1 
SRR1298742.249	IGHJ6 41 1 
SRR1298742.3034	IGHJ6 41 1 
SRR1298742.2566	IGHJ5 49 0 
SRR1298742.1537	IGHJ6 46 1 
SRR1298742.6268	IGHJ4 44 3 
SRR1298742.8538	IGHJ6 41 1 
SRR1298742.2914	IGHJ3 44 3 
SRR1298742.6340	IGHJ5 49 0 
SRR1298742.7393	IGHJ5 49 0 
SRR1298742.9346	IGHJ6 41 1 
SRR1298742.8873	IGHJ5 49 0 
SRR1298742.1705	IGHJ6 46 1 
SRR1298742.2338	IGHJ6 58 4 
SRR1298742.8659	IGHJ6 58 3 
SRR1298742.1210	IGHJ5 49 0 
SRR1298742.2018	IGHJ5 49 0 
SRR1298742.6833	IGHJ6 58 3 
SRR1298742.3048	IGHJ6 46 1 
SRR1298742.4745	IGHJ6 46 1 
SRR1298742.337	IGHJ6 46 1 
SRR1298742.2938	IGHJ6 58 3 
SRR1298742.406	IGHJ6 41 1 
SRR1298742.2986	IGHJ6 46 1 
SRR1298742.4460	IGHJ5 49 0 
SRR1298742.477	IGHJ5 49 0 
SRR1298742.2591	IGHJ4 44 1 
SRR1298742.8165	IGHJ6 46 1 
SRR1298742.891	IGHJ5 49 0 
SRR1298742.8923	IGHJ5 34 1 IGHJ4 34 1 IGHJ4 34 2 IGHJ1 34 2 IGHJ4 34 3 
SRR1298742.423	IGHJ6 58 3 
SRR1298742.2081	IGHJ6 46 1 
SRR1298742.3943	IGHJ4 42 0 
SRR1298742.2135	IGHJ4 44 0 
SRR1298742.3357	IGHJ6 46 2 
SRR1298742.7813	IGHJ4 40 1 IGHJ5 40 2 
SRR1298742.3103	IGHJ6 46 1 
SRR1298742.2933	IGHJ4 42 0 
SRR1298742.9238	IGHJ4 46 0 
SRR1298742.7470	IGHJ3 44 4 
SRR1298742.3329	IGHJ4 42 0 
SRR1298742.3673	IGHJ5 49 0 
SRR1298742.6156	IGHJ5 34 1 IGHJ4 34 1 IGHJ4 34 2 IGHJ1 34 2 IGHJ4 34 3 
SRR1298742.8261	IGHJ6 46 1 
SRR1298742.5028	IGHJ5 40 2 IGHJ4 40 3 IGHJ4 40 3 IGHJ4 40 4 
SRR1298742.2078	IGHJ6 46 1 
SRR1298742.2607	IGHJ3 44 3 
SRR1298742.4304	IGHJ5 49 0 
SRR1298742.4757	IGHJ5 49 1 
SRR1298742.569	IGHJ6 58 3 
SRR1298742.2292	IGHJ5 49 0 
SRR1298742.5720	IGHJ4 42 0 
SRR1298742.2548	IGHJ5 49 0 
SRR1298742.5794	IGHJ6 58 5 
SRR1298742.850	IGHJ6 46 1 
SRR1298742.4428	IGHJ6 46 1 
SRR1298742.8551	IGHJ5 40 1 IGHJ4 40 2 IGHJ4 40 2 IGHJ4 40 3 
SRR1298742.2765	IGHJ6 41 1 
SRR1298742.6617	IGHJ6 55 1 
SRR1298742.3267	IGHJ6 46 1 
SRR1298742.3466	IGHJ5 49 0 
SRR1298742.2739	IGHJ6 58 3 
SRR1298742.8732	IGHJ6 58 3 
SRR1298742.4554	IGHJ6 46 1 
SRR1298742.3543	IGHJ6 49 3 
SRR1298742.9377	IGHJ5 49 0 
SRR1298742.9197	IGHJ6 43 1 
SRR1298742.7957	IGHJ6 55 2 
SRR1298742.267	IGHJ6 51 2 
SRR1298742.7386	IGHJ6 46 1 
SRR1298742.4125	IGHJ6 41 1 
SRR1298742.3051	IGHJ6 49 3 
SRR1298742.1627	IGHJ5 49 0 
SRR1298742.8903	IGHJ6 41 1 
SRR1298742.8662	IGHJ4 44 2 
SRR1298742.8653	IGHJ5 49 0 
SRR1298742.2348	IGHJ6 46 1 
SRR1298742.1192	IGHJ6 46 1 
SRR1298742.2518	IGHJ6 46 1 
SRR1298742.6852	IGHJ6 55 0 
SRR1298742.8950	IGHJ5 49 0 
SRR1298742.3346	IGHJ6 46 1 
SRR1298742.5913	IGHJ4 40 1 IGHJ5 40 3 
SRR1298742.1908	IGHJ5 40 1 IGHJ4 40 2 IGHJ4 40 2 IGHJ4 40 3 
SRR1298742.5673	IGHJ6 46 1 
SRR1298742.4614	IGHJ6 41 1 
SRR1298742.1474	IGHJ6 46 1 
SRR1298742.8495	IGHJ6 58 3 
SRR1298742.1232	IGHJ6 46 1 
SRR1298742.1469	IGHJ5 49 1 
SRR1298742.1949	IGHJ6 46 1 
SRR1298742.603	IGHJ5 49 0 
SRR1298742.9177	IGHJ5 49 0 
SRR1298742.2932	IGHJ6 46 1 
SRR1298742.1315	IGHJ4 42 0 
SRR1298742.5576	IGHJ6 55 1 
SRR1298742.2119	IGHJ6 47 1 
SRR1298742.8175	IGHJ6 46 1 
SRR1298742.8004	IGHJ4 46 2 
SRR1298742.6352	IGHJ3 49 0 
SRR1298742.980	IGHJ6 41 1 
SRR1298742.8050	IGHJ5 49 0 
SRR1298742.4108	IGHJ3 44 3 
SRR1298742.6178	IGHJ6 41 1 
SRR1298742.6008	IGHJ6 46 1 
SRR1298742.3387	IGHJ6 46 1 
SRR1298742.9086	IGHJ5 49 0 
SRR1298742.2500	IGHJ6 46 2 
SRR1298742.8127	IGHJ6 46 1 
SRR1298742.1817	IGHJ6 42 0 
SRR1298742.8788	IGHJ6 55 1 
SRR1298742.4237	IGHJ6 46 1 
SRR1298742.2551	IGHJ6 46 1 
SRR1298742.656	IGHJ5 49 0 
SRR1298742.6832	IGHJ5 49 0 
SRR1298742.2394	IGHJ6 46 1 
SRR1298742.543	IGHJ6 46 1 
SRR1298742.2774	IGHJ6 41 1 
SRR1298742.2209	IGHJ6 46 1 
SRR1298742.7816	IGHJ5 49 0 
SRR1298742.5603	IGHJ6 41 1 
SRR1298742.2773	IGHJ5 49 0 
SRR1298742.6142	IGHJ5 49 0 
SRR1298742.4788	IGHJ6 41 1 
SRR1298742.823	IGHJ5 49 0 
SRR1298742.8509	IGHJ6 42 1 
SRR1298742.7377	IGHJ6 46 1 
SRR1298742.5683	IGHJ3 44 3 
SRR1298742.2181	IGHJ5 49 1 
SRR1298742.4511	IGHJ3 49 0 
SRR1298742.1740	IGHJ4 41 1 
SRR1298742.2953	IGHJ4 44 1 
SRR1298742.7953	IGHJ6 46 1 
SRR1298742.1580	IGHJ6 46 1 
SRR1298742.4575	IGHJ5 49 0 
SRR1298742.6953	IGHJ6 46 1 
SRR1298742.8177	IGHJ6 41 1 
SRR1298742.6773	IGHJ6 41 1 
SRR1298742.7769	IGHJ6 41 1 
SRR1298742.724	IGHJ6 46 1 
SRR1298742.8649	IGHJ6 46 1 
SRR1298742.5660	IGHJ5 49 0 
SRR1298742.8262	IGHJ6 55 1 
SRR1298742.5329	IGHJ5 49 0 
SRR1298742.5670	IGHJ4 42 1 
SRR1298742.6452	IGHJ5 49 0 
SRR1298742.8594	IGHJ5 49 0 
SRR1298742.2699	IGHJ6 55 1 
SRR1298742.6958	IGHJ5 34 1 IGHJ4 34 1 IGHJ4 34 2 IGHJ1 34 2 IGHJ4 34 3 
SRR1298742.5751	IGHJ4 42 0 
SRR1298742.4934	IGHJ6 46 1 
SRR1298742.3063	IGHJ6 46 1 
SRR1298742.1912	IGHJ6 55 1 
SRR1298742.8737	IGHJ6 40 1 
SRR1298742.7629	IGHJ6 46 1 
SRR1298742.5026	IGHJ6 46 1 
SRR1298742.1586	IGHJ5 49 0 
SRR1298742.1277	IGHJ6 46 1 
SRR1298742.5630	IGHJ5 49 0 
SRR1298742.1645	IGHJ6 46 2 
SRR1298742.5011	IGHJ6 55 1 
SRR1298742.265	IGHJ6 46 1 
SRR1298742.4232	IGHJ5 49 0 
SRR1298742.4897	IGHJ5 49 0 
SRR1298742.2978	IGHJ1 36 0 IGHJ4 38 1 
SRR1298742.4531	IGHJ6 55 2 
SRR1298742.132	IGHJ6 58 3 
SRR1298742.8150	IGHJ5 49 0 
SRR1298742.3688	IGHJ6 46 2 
SRR1298742.7835	IGHJ4 44 1 
SRR1298742.487	IGHJ5 49 0 
SRR1298742.8697	IGHJ6 46 1 
SRR1298742.6597	IGHJ6 41 1 
SRR1298742.2405	IGHJ6 41 1 
SRR1298742.6120	IGHJ6 57 1 
SRR1298742.7296	IGHJ6 46 1 
SRR1298742.2542	IGHJ6 46 1 
SRR1298742.796	IGHJ3 44 3 
SRR1298742.8908	IGHJ4 42 0 
SRR1298742.2414	IGHJ5 40 1 IGHJ4 40 2 IGHJ4 40 2 IGHJ4 40 3 
SRR1298742.4591	IGHJ6 41 1 
SRR1298742.354	IGHJ5 49 0 
SRR1298742.4339	IGHJ4 42 0 
SRR1298742.2124	IGHJ6 55 1 
SRR1298742.4091	IGHJ5 49 0 
SRR1298742.2	IGHJ6 47 1 
SRR1298742.5769	IGHJ6 55 1 
SRR1298742.2893	IGHJ6 46 1 
SRR1298742.6337	IGHJ5 49 1 
SRR1298742.8953	IGHJ3 44 3 
SRR1298742.3681	IGHJ5 40 1 IGHJ4 40 2 IGHJ4 40 2 IGHJ4 40 3 
SRR1298742.1142	IGHJ6 58 3 
SRR1298742.3152	IGHJ6 54 1 
SRR1298742.2610	IGHJ6 55 1 
SRR1298742.3429	IGHJ6 41 1 
SRR1298742.5703	IGHJ6 46 1 
SRR1298742.6418	IGHJ4 42 0 
SRR1298742.4083	IGHJ4 42 0 
SRR1298742.1072	IGHJ5 49 0 
SRR1298742.3133	IGHJ4 44 1 
SRR1298742.4263	IGHJ6 58 4 
SRR1298742.6870	IGHJ6 55 1 
SRR1298742.869	IGHJ5 49 0 
SRR1298742.8431	IGHJ4 41 1 
SRR1298742.3629	IGHJ6 41 1 
SRR1298742.4468	IGHJ6 41 1 
SRR1298742.3475	IGHJ6 55 1 
SRR1298742.3431	IGHJ5 49 0 
SRR1298742.1174	IGHJ6 46 1 
SRR1298742.6960	IGHJ4 42 0 
SRR1298742.1147	IGHJ4 41 1 
SRR1298742.6986	IGHJ6 41 1 
SRR1298742.6067	IGHJ5 40 1 IGHJ4 40 2 IGHJ4 40 2 IGHJ4 40 3 
SRR1298742.3217	IGHJ4 44 1 
SRR1298742.985	IGHJ6 55 1 
SRR1298742.8889	IGHJ6 41 1 
SRR1298742.1560	IGHJ5 49 0 
SRR1298742.2282	IGHJ6 47 1 
SRR1298742.9412	IGHJ6 46 1 
SRR1298742.2273	IGHJ5 49 0 
SRR1298742.3097	IGHJ5 49 0 
SRR1298742.1443	IGHJ6 58 3 
SRR1298742.4319	IGHJ6 58 3 
SRR1298742.397	IGHJ6 55 2 
SRR1298742.5436	IGHJ6 46 2 
SRR1298742.5961	IGHJ5 49 0 
SRR1298742.4151	IGHJ6 46 1 
SRR1298742.999	IGHJ5 49 0 
SRR1298742.3163	IGHJ6 41 2 
SRR1298742.2923	IGHJ6 46 2 
SRR1298742.6981	IGHJ4 46 2 
SRR1298742.1661	IGHJ5 45 3 
SRR1298742.7755	IGHJ3 44 3 
SRR1298742.7616	IGHJ5 49 0 
SRR1298742.4895	IGHJ6 51 2 
SRR1298742.8451	IGHJ6 38 1 
SRR1298742.5248	IGHJ6 58 3 
SRR1298742.3671	IGHJ6 41 1 
SRR1298742.7356	IGHJ5 49 0 
SRR1298742.7671	IGHJ6 46 1 
SRR1298742.4705	IGHJ6 46 1 
SRR1298742.9438	IGHJ6 46 2 
SRR1298742.6013	IGHJ5 49 0 
SRR1298742.2382	IGHJ6 55 1 
SRR1298742.7417	IGHJ4 44 1 
SRR1298742.4076	IGHJ6 46 1 
SRR1298742.5368	IGHJ6 47 1 
SRR1298742.5504	IGHJ5 48 0 
SRR1298742.4206	IGHJ6 46 1 
SRR1298742.1505	IGHJ6 46 2 
SRR1298742.6680	IGHJ6 41 1 
SRR1298742.1868	IGHJ6 46 1 
SRR1298742.2063	IGHJ6 55 1 
SRR1298742.3445	IGHJ6 55 1 
SRR1298742.2868	IGHJ5 34 1 IGHJ4 34 1 IGHJ4 34 2 IGHJ1 34 2 IGHJ4 34 3 
SRR1298742.9406	IGHJ6 41 1 
SRR1298742.7392	IGHJ3 44 3 
SRR1298742.8065	IGHJ5 40 1 
SRR1298742.2497	IGHJ5 49 0 
SRR1298742.1416	IGHJ6 46 2 
SRR1298742.3767	IGHJ5 34 1 IGHJ4 34 1 IGHJ4 34 2 IGHJ1 34 2 IGHJ4 34 3 
SRR1298742.8814	IGHJ5 49 0 
SRR1298742.4857	IGHJ4 42 0 
SRR1298742.1097	IGHJ5 49 0 
SRR1298742.7563	IGHJ4 42 0 
SRR1298742.1342	IGHJ6 46 1 
SRR1298742.9069	IGHJ5 49 0 
SRR1298742.2790	IGHJ6 46 1 
SRR1298742.8352	IGHJ6 41 1 
SRR1298742.5732	IGHJ6 46 1 
SRR1298742.5180	IGHJ4 42 0 
SRR1298742.2891	IGHJ5 49 0 
SRR1298742.7635	IGHJ4 42 0 
SRR1298742.8455	IGHJ6 55 1 
SRR1298742.7439	IGHJ6 46 1 
SRR1298742.6458	IGHJ6 46 1 
SRR1298742.3536	IGHJ5 40 1 IGHJ4 40 2 IGHJ4 40 2 IGHJ4 40 3 
SRR1298742.3922	IGHJ6 58 3 
SRR1298742.3232	IGHJ6 42 1 
SRR1298742.8048	IGHJ3 46 4 
SRR1298742.8180	IGHJ3 44 3 
SRR1298742.3218	IGHJ5 49 0 
SRR1298742.3809	IGHJ4 46 2 
SRR1298742.7286	IGHJ3 42 3 
SRR1298742.3169	IGHJ6 55 2 
SRR1298742.7821	IGHJ6 41 1 
SRR1298742.2323	IGHJ6 46 1 
SRR1298742.8929	IGHJ6 46 1 
SRR1298742.631	IGHJ4 44 2 
SRR1298742.2086	IGHJ6 58 3 
SRR1298742.6068	IGHJ6 46 1 
SRR1298742.3577	IGHJ4 44 2 
SRR1298742.7481	IGHJ5 44 1 
SRR1298742.3427	IGHJ6 46 2 
SRR1298742.2848	IGHJ6 58 3 
SRR1298742.2388	IGHJ4 44 1 
SRR1298742.5264	IGHJ6 41 1 
SRR1298742.4264	IGHJ6 46 1 
SRR1298742.3241	IGHJ6 46 1 
SRR1298742.5339	IGHJ4 47 2 
SRR1298742.332	IGHJ5 49 0 
SRR1298742.4963	IGHJ6 47 1 
SRR1298742.4307	IGHJ6 46 1 
SRR1298742.2412	IGHJ5 49 0 
SRR1298742.485	IGHJ6 46 1 
SRR1298742.3191	IGHJ6 55 1 
SRR1298742.1691	IGHJ6 55 1 
SRR1298742.4193	IGHJ6 46 1 
SRR1298742.7219	IGHJ6 46 1 
SRR1298742.7023	IGHJ6 55 1 
SRR1298742.2510	IGHJ6 46 1 
SRR1298742.3665	IGHJ3 44 3 
SRR1298742.5508	IGHJ6 46 1 
SRR1298742.9166	IGHJ6 58 3 
SRR1298742.8816	IGHJ6 46 1 
SRR1298742.3399	IGHJ5 49 0 
SRR1298742.7784	IGHJ5 49 0 
SRR1298742.822	IGHJ6 46 1 
SRR1298742.3776	IGHJ6 46 1 
SRR1298742.9128	IGHJ6 41 1 
SRR1298742.2223	IGHJ5 34 1 IGHJ4 34 1 IGHJ4 34 2 IGHJ1 34 2 IGHJ4 34 3 
SRR1298742.5417	IGHJ6 46 1 
SRR1298742.6435	IGHJ5 49 0 
SRR1298742.533	IGHJ6 46 1 
SRR1298742.582	IGHJ6 58 3 
SRR1298742.4219	IGHJ6 46 1 
SRR1298742.8398	IGHJ3 44 3 
SRR1298742.1345	IGHJ4 38 1 
SRR1298742.9409	IGHJ4 44 1 
SRR1298742.2640	IGHJ5 48 0 
SRR1298742.5987	IGHJ5 49 0 
SRR1298742.409	IGHJ3 44 3 
SRR1298742.5288	IGHJ6 58 4 
SRR1298742.150	IGHJ6 46 1 
SRR1298742.8531	IGHJ6 41 1 
SRR1298742.4211	IGHJ5 40 1 IGHJ4 40 2 IGHJ4 40 2 IGHJ4 40 3 
SRR1298742.7977	IGHJ5 49 1 
SRR1298742.8812	IGHJ6 46 1 
SRR1298742.5412	IGHJ6 57 1 
SRR1298742.7927	IGHJ6 58 3 
SRR1298742.7271	IGHJ5 49 0 
SRR1298742.1846	IGHJ1 36 0 IGHJ4 38 1 
SRR1298742.208	IGHJ6 46 1 
SRR1298742.8632	IGHJ6 41 1 
SRR1298742.4667	IGHJ3 44 3 
SRR1298742.2517	IGHJ6 46 1 
SRR1298742.1687	IGHJ5 49 0 
SRR1298742.1943	IGHJ6 46 1 
SRR1298742.4560	IGHJ6 58 3 
SRR1298742.8877	IGHJ6 46 2 
SRR1298742.8749	IGHJ6 46 1 
SRR1298742.6803	IGHJ4 44 1 
SRR1298742.6204	IGHJ5 49 0 
SRR1298742.3289	IGHJ6 46 1 
SRR1298742.6673	IGHJ6 46 1 
SRR1298742.567	IGHJ6 46 1 
SRR1298742.1212	IGHJ6 55 1 
SRR1298742.8287	IGHJ2 49 3 
SRR1298742.1513	IGHJ4 41 1 
SRR1298742.225	IGHJ6 46 1 
SRR1298742.4862	IGHJ6 41 1 
SRR1298742.1085	IGHJ5 49 0 
SRR1298742.5331	IGHJ6 46 1 
SRR1298742.4870	IGHJ5 49 0 
SRR1298742.4020	IGHJ3 44 3 
SRR1298742.4007	IGHJ4 42 0 
SRR1298742.2446	IGHJ6 55 2 
SRR1298742.7850	IGHJ6 55 0 
SRR1298742.8625	IGHJ5 47 0 
SRR1298742.633	IGHJ6 46 1 
SRR1298742.2253	IGHJ6 55 3 
SRR1298742.9174	IGHJ6 58 3 
SRR1298742.7037	IGHJ5 49 0 
SRR1298742.7580	IGHJ3 44 3 
SRR1298742.2410	IGHJ6 46 1 
SRR1298742.239	IGHJ6 55 3 
SRR1298742.8964	IGHJ4 42 0 
SRR1298742.7060	IGHJ5 49 1 
SRR1298742.1777	IGHJ6 58 3 
SRR1298742.4678	IGHJ6 46 2 
SRR1298742.1621	IGHJ6 46 1 
SRR1298742.8255	IGHJ4 46 2 
SRR1298742.5756	IGHJ6 46 1 
SRR1298742.669	IGHJ6 58 3 
SRR1298742.4249	IGHJ6 41 1 
SRR1298742.1316	IGHJ6 46 1 
SRR1298742.3106	IGHJ5 49 0 
SRR1298742.8440	IGHJ6 46 1 
SRR1298742.8280	IGHJ5 49 0 
SRR1298742.643	IGHJ4 41 0 
SRR1298742.3539	IGHJ6 46 1 
SRR1298742.3638	IGHJ5 34 1 IGHJ4 34 1 IGHJ4 34 2 IGHJ1 34 2 IGHJ4 34 3 
SRR1298742.2204	IGHJ5 44 0 
SRR1298742.407	IGHJ6 46 1 
SRR1298742.4600	IGHJ6 54 1 
SRR1298742.386	IGHJ6 58 3 
SRR1298742.4202	IGHJ5 34 1 IGHJ4 34 1 IGHJ4 34 2 IGHJ1 34 2 IGHJ4 34 3 
SRR1298742.6109	IGHJ5 49 0 
SRR1298742.254	IGHJ6 46 1 
SRR1298742.9351	IGHJ6 41 1 
SRR1298742.8573	IGHJ6 41 1 
SRR1298742.1453	IGHJ6 47 1 
SRR1298742.657	IGHJ6 47 1 
SRR1298742.4586	IGHJ6 55 1 
SRR1298742.156	IGHJ6 46 1 
SRR1298742.3637	IGHJ6 46 1 
SRR1298742.3272	IGHJ5 49 0 
SRR1298742.1722	IGHJ6 58 3 
SRR1298742.660	IGHJ4 44 2 
SRR1298742.1681	IGHJ6 55 1 
SRR1298742.2236	IGHJ1 36 0 IGHJ4 38 1 
SRR1298742.4851	IGHJ6 55 0 
SRR1298742.3949	IGHJ6 46 1 
SRR1298742.3762	IGHJ3 44 3 
SRR1298742.5985	IGHJ6 46 1 
SRR1298742.5165	IGHJ5 49 0 
SRR1298742.3595	IGHJ5 49 0 
SRR1298742.6147	IGHJ5 49 0 
SRR1298742.1055	IGHJ2 49 4 
SRR1298742.2044	IGHJ6 46 1 
SRR1298742.7230	IGHJ5 49 0 
SRR1298742.9113	IGHJ4 42 0 
SRR1298742.9081	IGHJ6 41 1 
SRR1298742.2187	IGHJ6 46 1 
SRR1298742.4313	IGHJ6 55 1 
SRR1298742.4347	IGHJ6 46 1 
SRR1298742.892	IGHJ5 49 0 
SRR1298742.8377	IGHJ6 41 1 
SRR1298742.8389	IGHJ6 55 1 
SRR1298742.5688	IGHJ5 34 1 IGHJ4 34 1 IGHJ4 34 2 IGHJ1 34 2 IGHJ4 34 3 
SRR1298742.6320	IGHJ5 49 0 
SRR1298742.6060	IGHJ3 49 0 
SRR1298742.5775	IGHJ6 41 1 
SRR1298742.2430	IGHJ6 57 1 
SRR1298742.6324	IGHJ4 44 1 
SRR1298742.4697	IGHJ5 49 0 
SRR1298742.7845	IGHJ5 49 0 
SRR1298742.3628	IGHJ6 44 1 
SRR1298742.9252	IGHJ6 58 3 
SRR1298742.1799	IGHJ5 34 1 IGHJ4 34 1 IGHJ4 34 2 IGHJ1 34 2 IGHJ4 34 3 
SRR1298742.8169	IGHJ6 58 5 
SRR1298742.8044	IGHJ5 49 0 
SRR1298742.5024	IGHJ4 46 0 
SRR1298742.9169	IGHJ4 43 0 
SRR1298742.2195	IGHJ3 49 0 
SRR1298742.2880	IGHJ5 49 0 
SRR1298742.7779	IGHJ4 40 0 
SRR1298742.3597	IGHJ6 46 1 
SRR1298742.252	IGHJ4 41 1 
SRR1298742.7894	IGHJ6 46 1 
SRR1298742.6564	IGHJ6 46 1 
SRR1298742.5803	IGHJ3 44 3 
SRR1298742.8645	IGHJ6 41 1 
SRR1298742.3741	IGHJ6 58 3 
SRR1298742.5514	IGHJ6 58 4 
SRR1298742.5617	IGHJ6 46 1 
SRR1298742.9020	IGHJ2 49 3 
SRR1298742.2005	IGHJ5 49 0 
SRR1298742.2002	IGHJ6 46 1 
SRR1298742.5467	IGHJ5 49 0 
SRR1298742.2251	IGHJ6 46 1 
SRR1298742.8074	IGHJ5 49 0 
SRR1298742.529	IGHJ5 49 0 
SRR1298742.1836	IGHJ6 55 1 
SRR1298742.1693	IGHJ6 46 1 
SRR1298742.9143	IGHJ1 36 0 IGHJ4 38 1 
SRR1298742.7965	IGHJ5 49 0 
SRR1298742.4013	IGHJ6 42 0 
SRR1298742.6954	IGHJ3 49 5 
SRR1298742.5740	IGHJ6 46 1 
SRR1298742.136	IGHJ6 46 1 
SRR1298742.8286	IGHJ6 46 1 
SRR1298742.6446	IGHJ4 44 3 
SRR1298742.5285	IGHJ4 44 1 
SRR1298742.6658	IGHJ5 49 1 
SRR1298742.226	IGHJ6 55 1 
SRR1298742.9147	IGHJ5 49 0 
SRR1298742.4334	IGHJ6 46 1 
SRR1298742.3959	IGHJ6 41 1 
SRR1298742.8346	IGHJ6 55 1 
SRR1298742.3898	IGHJ6 46 1 
SRR1298742.5615	IGHJ6 46 1 
SRR1298742.5070	IGHJ5 40 1 IGHJ4 40 2 IGHJ4 40 2 IGHJ4 40 3 
SRR1298742.9345	IGHJ4 40 0 
SRR1298742.7255	IGHJ6 41 1 
SRR1298742.3410	IGHJ5 49 0 
SRR1298742.2319	IGHJ6 58 4 
SRR1298742.6588	IGHJ6 46 1 
SRR1298742.3441	IGHJ5 40 2 
SRR1298742.1851	IGHJ5 49 0 
SRR1298742.6845	IGHJ4 45 1 
SRR1298742.6502	IGHJ6 55 1 
SRR1298742.627	IGHJ6 58 3 
SRR1298742.5462	IGHJ3 44 3 
SRR1298742.4067	IGHJ5 49 0 
SRR1298742.5044	IGHJ5 49 0 
SRR1298742.624	IGHJ6 49 3 
SRR1298742.2521	IGHJ6 54 1 
SRR1298742.3870	IGHJ6 46 1 
