SRR1298742.2575	IGHV1-2 295 14 
SRR1298742.7984	IGHV6-1 304 7 
SRR1298742.3483	IGHV4-39 299 18 
SRR1298742.5730	IGHV6-1 304 7 
SRR1298742.8944	IGHV1-18 297 4 
SRR1298742.8271	IGHV4-34 288 16 
SRR1298742.5925	IGHV1-46 296 13 
SRR1298742.4287	IGHV3-49 300 0 
SRR1298742.9419	IGHV4-34 288 15 
SRR1298742.7293	IGHV3-30/33rn 296 19 
SRR1298742.3805	IGHV4-34 288 16 
SRR1298742.8312	IGHV4-34 288 15 
SRR1298742.2655	IGHV1-2 292 15 
SRR1298742.3141	IGHV6-1 304 7 
SRR1298742.1960	IGHV1-2 292 16 
SRR1298742.9392	IGHV1-2 292 16 
SRR1298742.7268	IGHV1-2 292 16 
SRR1298742.7898	IGHV3-74 294 12 
SRR1298742.6858	IGHV3-74 290 21 
SRR1298742.6512	IGHV1-2 292 16 
SRR1298742.1885	IGHV1-2 292 20 
SRR1298742.359	IGHV4-34 288 15 
SRR1298742.9051	IGHV3-49 300 0 
SRR1298742.87	IGHV1-2 293 16 
SRR1298742.111	IGHV1-2 292 16 
SRR1298742.8466	IGHV3-7 271 19 
SRR1298742.6702	IGHV1-2 292 16 
SRR1298742.9057	IGHV1-2 292 17 
SRR1298742.8093	IGHV3-74 290 20 
SRR1298742.7221	IGHV1-2 294 16 
SRR1298742.163	IGHV1-2 292 17 
SRR1298742.7303	IGHV1-2 292 17 
SRR1298742.866	IGHV1-8 295 7 
SRR1298742.938	IGHV6-1 304 8 
SRR1298742.3613	IGHV1-8 295 8 
SRR1298742.849	IGHV1-2 292 17 
SRR1298742.740	IGHV1-2 292 16 
SRR1298742.1002	IGHV1-2 292 16 
SRR1298742.6301	IGHV4-39 300 18 
SRR1298742.8344	IGHV1-2 292 16 
SRR1298742.5244	IGHV6-1 305 7 
SRR1298742.9074	IGHV6-1 304 0 
SRR1298742.7274	IGHV1-2 292 15 
SRR1298742.4707	IGHV4-39 299 18 
SRR1298742.2023	IGHV1-2 292 16 
SRR1298742.2385	IGHV1-2 292 16 
SRR1298742.2445	IGHV4-39 294 13 IGHV4-59/61 294 14 
SRR1298742.2398	IGHV1-2 292 16 
SRR1298742.4971	IGHV6-1 303 2 
SRR1298742.6376	IGHV1-46 296 12 
SRR1298742.6405	IGHV1-8 295 7 
SRR1298742.6223	IGHV1-8 295 8 
SRR1298742.2170	IGHV3-74 290 21 
SRR1298742.3323	IGHV3-49 300 0 
SRR1298742.2889	IGHV4-34 287 34 
SRR1298742.1236	IGHV4-59/61 291 13 
SRR1298742.7699	IGHV1-8 295 8 
SRR1298742.536	IGHV1-8 295 7 
SRR1298742.5342	IGHV1-2 292 17 
SRR1298742.2003	IGHV3-74 290 21 
SRR1298742.2595	IGHV3-74 290 13 
SRR1298742.4820	IGHV4-34 288 15 
SRR1298742.8760	IGHV3-49 300 0 
SRR1298742.5837	IGHV3-49 300 0 
SRR1298742.7608	IGHV6-1 304 7 
SRR1298742.2842	IGHV1-2 292 16 
SRR1298742.93	IGHV1-2 292 17 
SRR1298742.3167	IGHV1-46 296 35 
SRR1298742.4670	IGHV1-2 292 18 
SRR1298742.7114	IGHV4-34 293 14 
SRR1298742.5541	IGHV1-2 292 16 
SRR1298742.1171	IGHV1-2 292 16 
SRR1298742.4501	IGHV1-2 292 16 
SRR1298742.6988	IGHV1-46 297 12 
SRR1298742.6979	IGHV1-8 295 7 
SRR1298742.7427	IGHV3-49 303 1 
SRR1298742.2954	IGHV3-9 299 28 
SRR1298742.5484	IGHV1-46 296 11 
SRR1298742.8242	IGHV6-1 306 7 
SRR1298742.1068	IGHV1-8 295 8 
SRR1298742.7413	IGHV1-8 295 7 
SRR1298742.6616	IGHV6-1 304 8 
SRR1298742.4372	IGHV2-5 295 0 
SRR1298742.4072	IGHV3-49 300 0 
SRR1298742.1835	IGHV1-8 295 7 
SRR1298742.7679	IGHV2-5 301 27 
SRR1298742.8858	IGHV6-1 304 1 
SRR1298742.7055	IGHV1-2 292 16 
SRR1298742.8752	IGHV1-2 292 17 
SRR1298742.8439	IGHV1-2 292 16 
SRR1298742.6296	IGHV1-8 295 8 
SRR1298742.3160	IGHV1-46 296 12 
SRR1298742.6817	IGHV3-49 300 0 
SRR1298742.2701	IGHV4-34 293 14 
SRR1298742.8079	IGHV1-2 292 16 
SRR1298742.6581	IGHV3-74 290 13 
SRR1298742.1519	IGHV1-2 292 17 
SRR1298742.6723	IGHV6-1 304 8 
SRR1298742.1050	IGHV1-2 292 16 
SRR1298742.9068	IGHV4-34 290 28 
SRR1298742.3197	IGHV1-8 295 7 
SRR1298742.7173	IGHV3-74 294 12 
SRR1298742.4042	IGHV1-2 292 17 
SRR1298742.7149	IGHV3-49 300 0 
SRR1298742.9332	IGHV3-74 290 21 
SRR1298742.3356	IGHV1-2 292 16 
SRR1298742.4476	IGHV1-2 292 17 
SRR1298742.4103	IGHV1-2 292 16 
SRR1298742.3358	IGHV1-2 292 16 
SRR1298742.2279	IGHV1-8 295 8 
SRR1298742.499	IGHV1-2 292 16 
SRR1298742.5904	IGHV3-49 300 0 
SRR1298742.5073	IGHV1-8 296 9 
SRR1298742.2501	IGHV4-39 294 12 IGHV4-59/61 294 13 
SRR1298742.3845	IGHV2-70 296 13 
SRR1298742.6531	IGHV3-49 300 1 
SRR1298742.9405	IGHV3-9 299 28 
SRR1298742.1904	IGHV1-2 292 16 
SRR1298742.1193	IGHV1-46 296 11 
SRR1298742.1650	IGHV4-34 287 33 
SRR1298742.8453	IGHV4-34 288 16 
SRR1298742.8524	IGHV4-34 290 28 
SRR1298742.3670	IGHV6-1 302 11 
SRR1298742.2089	IGHV1-8 295 7 
SRR1298742.2365	IGHV3-49 302 0 
SRR1298742.4302	IGHV4-34 288 16 
SRR1298742.4423	IGHV4-59/61 291 12 
SRR1298742.4148	IGHV6-1 304 7 
SRR1298742.6578	IGHV4-59/61 291 11 
SRR1298742.1032	IGHV1-2 292 17 
SRR1298742.2171	IGHV4-34 289 17 
SRR1298742.981	IGHV1-2 292 17 
SRR1298742.4943	IGHV1-2 292 17 
SRR1298742.5902	IGHV3-30/33rn 295 19 
SRR1298742.1520	IGHV1-2 292 16 
SRR1298742.3042	IGHV6-1 304 7 
SRR1298742.7358	IGHV6-1 306 7 
SRR1298742.8817	IGHV3-49 301 0 
SRR1298742.8774	IGHV1-2 292 16 
SRR1298742.4033	IGHV6-1 304 7 
SRR1298742.7020	IGHV1-2 292 16 
SRR1298742.3384	IGHV3-74 290 21 
SRR1298742.4089	IGHV1-2 292 16 
SRR1298742.8696	IGHV1-8 295 7 
SRR1298742.4260	IGHV1-2 292 18 
SRR1298742.5087	IGHV1-8 295 9 
SRR1298742.573	IGHV3-30/33rn 295 19 
SRR1298742.6085	IGHV6-1 304 8 
SRR1298742.3263	IGHV4-34 288 15 
SRR1298742.8850	IGHV4-34 293 14 
SRR1298742.6478	IGHV1-2 292 16 
SRR1298742.6343	IGHV4-34 288 15 
SRR1298742.3227	IGHV4-34 288 17 
SRR1298742.5964	IGHV6-1 303 2 
SRR1298742.2967	IGHV3-49 300 1 
SRR1298742.2645	IGHV1-8 295 7 
SRR1298742.5981	IGHV1-8 296 7 
SRR1298742.2951	IGHV6-1 305 7 
SRR1298742.3045	IGHV6-1 302 9 
SRR1298742.6366	IGHV6-1 304 8 
SRR1298742.419	IGHV1-2 292 16 
SRR1298742.7855	IGHV3-74 290 21 
SRR1298742.4550	IGHV1-46 296 11 
SRR1298742.5741	IGHV3-49 300 0 
SRR1298742.3593	IGHV4-39 299 19 
SRR1298742.1490	IGHV1-2 292 16 
SRR1298742.5127	IGHV1-2 292 16 
SRR1298742.8297	IGHV3-49 300 0 
SRR1298742.2452	IGHV6-1 303 3 
SRR1298742.7720	IGHV6-1 304 7 
SRR1298742.7502	IGHV1-2 293 15 
SRR1298742.3609	IGHV1-2 295 14 
SRR1298742.4297	IGHV1-2 292 18 
SRR1298742.1929	IGHV3-74 290 23 
SRR1298742.1515	IGHV4-34 280 15 
SRR1298742.6367	IGHV3-49 300 0 
SRR1298742.5792	IGHV6-1 304 7 
SRR1298742.6009	IGHV3-49 300 0 
SRR1298742.8052	IGHV6-1 304 7 
SRR1298742.2672	IGHV1-2 292 18 
SRR1298742.8629	IGHV3-49 302 1 
SRR1298742.9447	IGHV4-39 299 19 
SRR1298742.2505	IGHV3-74 290 21 
SRR1298742.939	IGHV6-1 304 7 
SRR1298742.440	IGHV1-2 292 15 
SRR1298742.5114	IGHV3-74 290 21 
SRR1298742.862	IGHV1-8 295 8 
SRR1298742.7041	IGHV4-34 290 28 
SRR1298742.3231	IGHV3-30/33rn 296 20 
SRR1298742.1831	IGHV1-2 293 16 
SRR1298742.3362	IGHV1-2 292 16 
SRR1298742.8132	IGHV3-49 300 1 
SRR1298742.481	IGHV1-8 295 8 
SRR1298742.1310	IGHV3-74 296 10 
SRR1298742.7287	IGHV1-2 292 16 
SRR1298742.7604	IGHV1-2 293 17 
SRR1298742.4399	IGHV1-2 292 16 
SRR1298742.3588	IGHV3-74 290 13 
SRR1298742.5531	IGHV6-1 306 8 
SRR1298742.1276	IGHV1-46 299 11 
SRR1298742.7204	IGHV3-49 300 1 
SRR1298742.3849	IGHV1-46 293 11 
SRR1298742.728	IGHV1-2 292 19 
SRR1298742.6668	IGHV3-74 290 13 
SRR1298742.9381	IGHV1-2 293 17 
SRR1298742.8664	IGHV6-1 302 7 
SRR1298742.3509	IGHV1-2 292 16 
SRR1298742.9454	IGHV2-5 284 26 
SRR1298742.3866	IGHV4-39 299 19 
SRR1298742.1555	IGHV3-74 290 13 
SRR1298742.1781	IGHV3-49 300 0 
SRR1298742.8807	IGHV6-1 304 8 
SRR1298742.4740	IGHV3-49 300 1 
SRR1298742.3252	IGHV4-59/61 291 11 
SRR1298742.4879	IGHV1-2 293 15 
SRR1298742.6308	IGHV1-2 292 16 
SRR1298742.1690	IGHV6-1 304 7 
SRR1298742.1069	IGHV1-46 296 11 
SRR1298742.6313	IGHV1-2 292 17 
SRR1298742.4655	IGHV6-1 304 0 
SRR1298742.4364	IGHV3-74 290 14 
SRR1298742.7000	IGHV6-1 304 0 
SRR1298742.8134	IGHV2-5 301 26 
SRR1298742.8108	IGHV1-2 290 17 
SRR1298742.3389	IGHV1-8 295 9 
SRR1298742.6163	IGHV1-2 292 17 
SRR1298742.2718	IGHV1-2 292 16 
SRR1298742.8575	IGHV1-8 295 7 
SRR1298742.5882	IGHV2-5 301 26 
SRR1298742.3934	IGHV1-2 295 2 
SRR1298742.7581	IGHV3-74 290 21 
SRR1298742.781	IGHV6-1 302 11 
SRR1298742.652	IGHV1-2 292 16 
SRR1298742.6386	IGHV3-74 290 21 
SRR1298742.8182	IGHV1-2 292 17 
SRR1298742.2818	IGHV1-2 292 16 
SRR1298742.8885	IGHV1-69 291 38 
SRR1298742.2345	IGHV1-2 292 16 
SRR1298742.2019	IGHV6-1 303 9 
SRR1298742.5009	IGHV4-39 294 12 IGHV4-59/61 294 13 
SRR1298742.1100	IGHV1-46 296 11 
SRR1298742.7565	IGHV6-1 305 1 
SRR1298742.3510	IGHV3-49 300 0 
SRR1298742.1499	IGHV1-2 292 16 
SRR1298742.8968	IGHV1-46 294 11 
SRR1298742.3901	IGHV1-2 292 16 
SRR1298742.7727	IGHV3-74 291 21 
SRR1298742.1103	IGHV1-2 292 18 
SRR1298742.8027	IGHV3-74 290 21 
SRR1298742.1601	IGHV6-1 304 8 
SRR1298742.8722	IGHV3-49 300 0 
SRR1298742.3055	IGHV6-1 304 12 
SRR1298742.8411	IGHV6-1 304 8 
SRR1298742.8023	IGHV4-39 299 19 
SRR1298742.8893	IGHV6-1 304 7 
SRR1298742.5451	IGHV4-34 288 22 
SRR1298742.2162	IGHV1-2 292 16 
SRR1298742.6739	IGHV4-34 292 25 
SRR1298742.2754	IGHV3-49 300 0 
SRR1298742.4368	IGHV1-2 292 16 
SRR1298742.3281	IGHV1-2 292 16 
SRR1298742.5	IGHV4-34 286 15 
SRR1298742.4571	IGHV4-34 288 21 
SRR1298742.7185	IGHV4-34 288 15 
SRR1298742.846	IGHV4-34 288 17 
SRR1298742.7620	IGHV6-1 304 7 
SRR1298742.5223	IGHV1-2 292 16 
SRR1298742.4778	IGHV1-46 296 11 
SRR1298742.8170	IGHV1-2 292 17 
SRR1298742.9228	IGHV6-1 305 8 
SRR1298742.6486	IGHV4-34 287 33 
SRR1298742.7539	IGHV1-2 292 16 
SRR1298742.7390	IGHV2-5 301 27 
SRR1298742.1757	IGHV1-2 292 17 
SRR1298742.1810	IGHV3-49 301 0 
SRR1298742.928	IGHV1-2 292 17 
SRR1298742.8871	IGHV6-1 305 9 
SRR1298742.4661	IGHV6-1 302 8 
SRR1298742.64	IGHV1-2 292 19 
SRR1298742.4558	IGHV6-1 304 1 
SRR1298742.9061	IGHV1-2 292 16 
SRR1298742.3113	IGHV6-1 304 8 
SRR1298742.944	IGHV1-2 292 17 
SRR1298742.3268	IGHV1-2 292 16 
SRR1298742.7218	IGHV1-2 292 17 
SRR1298742.4638	IGHV1-2 293 17 
SRR1298742.5472	IGHV3-30/33rn 295 20 
SRR1298742.7402	IGHV6-1 304 7 
SRR1298742.2874	IGHV6-1 304 7 
SRR1298742.1590	IGHV1-46 296 16 
SRR1298742.1250	IGHV1-2 292 18 
SRR1298742.6103	IGHV2-5 295 9 
SRR1298742.5950	IGHV3-49 304 2 
SRR1298742.6675	IGHV2-5 296 9 
SRR1298742.3236	IGHV6-1 302 8 
SRR1298742.2811	IGHV1-2 292 16 
SRR1298742.245	IGHV4-34 287 33 
SRR1298742.8139	IGHV6-1 302 9 
SRR1298742.6878	IGHV6-1 304 1 
SRR1298742.7939	IGHV3-49 300 0 
SRR1298742.6218	IGHV1-8 295 7 
SRR1298742.2142	IGHV6-1 304 8 
SRR1298742.1718	IGHV1-2 292 16 
SRR1298742.5098	IGHV4-34 287 33 
SRR1298742.745	IGHV1-18 291 8 
SRR1298742.7564	IGHV6-1 305 0 
SRR1298742.3068	IGHV1-46 258 11 
SRR1298742.8241	IGHV3-49 300 1 
SRR1298742.5885	IGHV3-74 265 20 
SRR1298742.199	IGHV1-46 296 11 
SRR1298742.6946	IGHV6-1 304 7 
SRR1298742.6525	IGHV4-39 294 12 IGHV4-59/61 294 13 
SRR1298742.618	IGHV1-2 292 15 
SRR1298742.5336	IGHV1-8 295 7 
SRR1298742.4855	IGHV3-49 273 0 
SRR1298742.7144	IGHV1-2 292 16 
SRR1298742.6879	IGHV1-8 295 7 
SRR1298742.4640	IGHV1-2 292 16 
SRR1298742.747	IGHV1-2 292 18 
SRR1298742.586	IGHV4-34 287 34 
SRR1298742.3123	IGHV1-2 292 18 
SRR1298742.8120	IGHV3-49 301 0 
SRR1298742.564	IGHV1-2 292 16 
SRR1298742.4842	IGHV1-46 296 12 
SRR1298742.4182	IGHV1-8 295 8 
SRR1298742.2916	IGHV1-2 295 14 
SRR1298742.5812	IGHV4-34 288 16 
SRR1298742.5793	IGHV6-1 305 0 
SRR1298742.1652	IGHV1-2 292 16 
SRR1298742.7988	IGHV6-1 304 7 
SRR1298742.6665	IGHV1-2 292 16 
SRR1298742.3472	IGHV6-1 304 7 
SRR1298742.5055	IGHV1-2 292 17 
SRR1298742.7796	IGHV1-2 292 17 
SRR1298742.5914	IGHV1-2 292 16 
SRR1298742.1093	IGHV1-2 292 17 
SRR1298742.552	IGHV1-2 292 17 
SRR1298742.7557	IGHV4-34 288 15 
SRR1298742.6644	IGHV1-2 292 17 
SRR1298742.1610	IGHV1-2 292 17 
SRR1298742.1809	IGHV1-2 292 17 
SRR1298742.4868	IGHV3-74 290 21 
SRR1298742.7799	IGHV3-30/33rn 297 19 
SRR1298742.4738	IGHV4-34 288 16 
SRR1298742.6639	IGHV4-34 288 15 
SRR1298742.3606	IGHV6-1 304 7 
SRR1298742.1837	IGHV6-1 298 8 
SRR1298742.8892	IGHV4-34 288 15 
SRR1298742.7213	IGHV1-2 292 16 
SRR1298742.7908	IGHV1-2 292 17 
SRR1298742.6667	IGHV4-34 289 15 
SRR1298742.5829	IGHV1-2 292 16 
SRR1298742.26	IGHV1-2 292 16 
SRR1298742.6192	IGHV1-2 292 16 
SRR1298742.1436	IGHV1-2 292 16 
SRR1298742.3908	IGHV1-2 292 17 
SRR1298742.7528	IGHV1-8 295 8 
SRR1298742.6621	IGHV1-2 292 17 
SRR1298742.4377	IGHV1-2 292 16 
SRR1298742.4447	IGHV1-2 292 16 
SRR1298742.6373	IGHV1-8 295 8 
SRR1298742.3690	IGHV1-2 292 17 
SRR1298742.8289	IGHV1-2 292 16 
SRR1298742.4098	IGHV1-2 292 16 
SRR1298742.7907	IGHV1-2 292 17 
SRR1298742.5457	IGHV4-34 288 15 
SRR1298742.9341	IGHV1-8 295 7 
SRR1298742.8590	IGHV3-49 301 0 
SRR1298742.4224	IGHV6-1 302 7 
SRR1298742.498	IGHV6-1 304 7 
SRR1298742.63	IGHV1-2 292 17 
SRR1298742.6647	IGHV3-49 300 1 
SRR1298742.6323	IGHV1-2 292 16 
SRR1298742.4958	IGHV4-34 288 15 
SRR1298742.6584	IGHV6-1 304 8 
SRR1298742.3589	IGHV4-34 288 15 
SRR1298742.546	IGHV1-8 295 7 
SRR1298742.4047	IGHV1-2 292 17 
SRR1298742.6807	IGHV3-49 265 0 
SRR1298742.7831	IGHV1-46 296 11 
SRR1298742.193	IGHV1-2 292 18 
SRR1298742.8386	IGHV1-2 292 15 
SRR1298742.9089	IGHV4-34 288 16 
SRR1298742.5258	IGHV6-1 304 9 
SRR1298742.7446	IGHV1-46 296 11 
SRR1298742.5050	IGHV3-49 300 0 
SRR1298742.4944	IGHV6-1 302 8 
SRR1298742.1223	IGHV1-8 295 7 
SRR1298742.1990	IGHV1-8 295 7 
SRR1298742.8986	IGHV1-2 295 2 
SRR1298742.1907	IGHV1-8 296 8 
SRR1298742.7354	IGHV4-34 288 15 
SRR1298742.416	IGHV1-2 292 16 
SRR1298742.4768	IGHV3-49 300 1 
SRR1298742.6019	IGHV4-34 290 28 
SRR1298742.7448	IGHV4-34 288 15 
SRR1298742.5505	IGHV4-59/61 298 14 
SRR1298742.6751	IGHV1-2 293 17 
SRR1298742.8638	IGHV1-2 292 19 
SRR1298742.2366	IGHV1-2 292 16 
SRR1298742.1933	IGHV4-34 293 28 
SRR1298742.4980	IGHV4-34 288 15 
SRR1298742.592	IGHV1-8 295 7 
SRR1298742.395	IGHV1-8 295 6 
SRR1298742.1137	IGHV4-34 288 15 
SRR1298742.8275	IGHV6-1 304 7 
SRR1298742.54	IGHV1-8 295 7 
SRR1298742.4625	IGHV1-8 295 7 
SRR1298742.1877	IGHV3-74 290 21 
SRR1298742.8771	IGHV1-46 296 35 
SRR1298742.1517	IGHV1-18 291 7 
SRR1298742.2163	IGHV1-8 295 7 
SRR1298742.5352	IGHV6-1 300 7 
SRR1298742.5045	IGHV1-2 292 15 
SRR1298742.6267	IGHV3-49 301 0 
SRR1298742.4823	IGHV4-34 287 34 
SRR1298742.6454	IGHV3-74 290 13 
SRR1298742.4986	IGHV1-2 292 16 
SRR1298742.1143	IGHV1-2 292 16 
SRR1298742.9243	IGHV4-34 291 27 
SRR1298742.7290	IGHV1-2 292 18 
SRR1298742.4344	IGHV4-34 288 18 
SRR1298742.8971	IGHV6-1 304 9 
SRR1298742.4162	IGHV1-2 292 16 
SRR1298742.1762	IGHV3-49 300 1 
SRR1298742.3635	IGHV4-39 294 12 IGHV4-59/61 294 13 
SRR1298742.9237	IGHV1-2 292 17 
SRR1298742.4257	IGHV6-1 305 9 
SRR1298742.8620	IGHV1-46 296 11 
SRR1298742.5849	IGHV1-8 295 7 
SRR1298742.2332	IGHV4-34 288 15 
SRR1298742.308	IGHV1-2 292 17 
SRR1298742.5857	IGHV1-2 292 16 
SRR1298742.8623	IGHV4-34 288 16 
SRR1298742.4507	IGHV6-1 304 8 
SRR1298742.4576	IGHV1-2 292 16 
SRR1298742.3551	IGHV1-2 292 17 
SRR1298742.9268	IGHV3-49 302 0 
SRR1298742.9207	IGHV4-34 289 15 
SRR1298742.6925	IGHV3-74 294 12 
SRR1298742.1541	IGHV4-34 290 28 
SRR1298742.9426	IGHV1-2 292 17 
SRR1298742.8057	IGHV3-74 290 21 
SRR1298742.497	IGHV1-8 295 7 
SRR1298742.2646	IGHV1-2 292 16 
SRR1298742.6494	IGHV3-49 301 1 
SRR1298742.3030	IGHV1-2 292 17 
SRR1298742.7324	IGHV1-2 292 17 
SRR1298742.6485	IGHV3-74 290 22 
SRR1298742.1300	IGHV1-46 296 13 
SRR1298742.3927	IGHV4-34 288 16 
SRR1298742.1278	IGHV1-2 292 16 
SRR1298742.4320	IGHV2-5 301 26 
SRR1298742.6449	IGHV2-70 296 13 
SRR1298742.7478	IGHV4-34 289 15 
SRR1298742.5713	IGHV1-2 293 5 
SRR1298742.8085	IGHV1-2 292 18 
SRR1298742.4129	IGHV3-49 300 0 
SRR1298742.25	IGHV1-2 292 16 
SRR1298742.1242	IGHV1-2 292 17 
SRR1298742.1535	IGHV1-8 295 7 
SRR1298742.6695	IGHV1-2 292 16 
SRR1298742.6589	IGHV1-2 289 17 
SRR1298742.1350	IGHV3-49 300 0 
SRR1298742.3136	IGHV1-18 291 6 
SRR1298742.2031	IGHV3-49 298 1 
SRR1298742.6511	IGHV6-1 305 0 
SRR1298742.9112	IGHV1-2 292 17 
SRR1298742.7258	IGHV6-1 304 7 
SRR1298742.3702	IGHV4-39 294 12 IGHV4-59/61 294 13 
SRR1298742.4333	IGHV3-49 300 1 
SRR1298742.484	IGHV1-2 292 16 
SRR1298742.6091	IGHV6-1 304 0 
SRR1298742.3109	IGHV1-46 296 11 
SRR1298742.6936	IGHV3-74 298 14 
SRR1298742.3633	IGHV1-46 296 11 
SRR1298742.6033	IGHV3-74 290 22 
SRR1298742.4352	IGHV4-34 287 33 
SRR1298742.7549	IGHV6-1 305 7 
SRR1298742.4910	IGHV3-49 300 0 
SRR1298742.710	IGHV3-74 290 13 
SRR1298742.4565	IGHV1-2 292 16 
SRR1298742.6582	IGHV3-49 300 1 
SRR1298742.2423	IGHV6-1 304 0 
SRR1298742.9214	IGHV4-34 287 33 
SRR1298742.2638	IGHV6-1 305 1 
SRR1298742.3209	IGHV1-2 292 17 
SRR1298742.9210	IGHV1-8 295 7 
SRR1298742.4657	IGHV3-49 300 1 
SRR1298742.6492	IGHV3-9 298 28 
SRR1298742.2667	IGHV3-74 290 13 
SRR1298742.8181	IGHV1-2 292 16 
SRR1298742.4696	IGHV4-34 288 17 
SRR1298742.1004	IGHV1-2 292 16 
SRR1298742.128	IGHV1-2 292 18 
SRR1298742.2714	IGHV1-2 292 17 
SRR1298742.7562	IGHV6-1 302 8 
SRR1298742.5564	IGHV3-74 290 23 
SRR1298742.8106	IGHV3-74 290 21 
SRR1298742.8717	IGHV4-34 288 15 
SRR1298742.3772	IGHV3-49 301 1 
SRR1298742.4504	IGHV1-2 292 16 
SRR1298742.6646	IGHV3-49 300 0 
SRR1298742.5918	IGHV1-2 292 17 
SRR1298742.5215	IGHV1-46 296 35 
SRR1298742.8218	IGHV6-1 304 0 
SRR1298742.5725	IGHV3-9 298 31 
SRR1298742.2287	IGHV4-34 288 15 
SRR1298742.3556	IGHV6-1 305 7 
SRR1298742.5802	IGHV1-2 292 16 
SRR1298742.2202	IGHV4-34 288 15 
SRR1298742.3035	IGHV1-2 292 16 
SRR1298742.7811	IGHV6-1 305 10 
SRR1298742.7742	IGHV1-8 295 9 
SRR1298742.8188	IGHV3-11 294 5 
SRR1298742.1858	IGHV1-2 292 16 
SRR1298742.8666	IGHV4-34 288 16 
SRR1298742.7409	IGHV4-39 294 28 
SRR1298742.6694	IGHV3-49 300 2 
SRR1298742.7351	IGHV1-2 292 17 
SRR1298742.1653	IGHV4-34 288 16 
SRR1298742.2277	IGHV6-1 305 1 
SRR1298742.5667	IGHV6-1 304 8 
SRR1298742.5954	IGHV1-2 292 16 
SRR1298742.754	IGHV1-18 291 8 
SRR1298742.3423	IGHV3-74 290 21 
SRR1298742.2447	IGHV1-2 292 16 
SRR1298742.2240	IGHV4-39 299 18 
SRR1298742.7251	IGHV2-70 296 13 
SRR1298742.3118	IGHV1-8 295 8 
SRR1298742.8152	IGHV3-49 301 0 
SRR1298742.5637	IGHV1-2 292 18 
SRR1298742.2329	IGHV1-46 296 11 
SRR1298742.5213	IGHV1-8 295 7 
SRR1298742.6215	IGHV3-74 290 21 
SRR1298742.774	IGHV3-74 290 23 
SRR1298742.2737	IGHV3-74 296 10 
SRR1298742.5581	IGHV6-1 304 7 
SRR1298742.6480	IGHV3-74 290 21 
SRR1298742.4200	IGHV3-49 300 0 
SRR1298742.421	IGHV4-39 297 32 
SRR1298742.3255	IGHV6-1 304 9 
SRR1298742.6368	IGHV1-3 229 27 
SRR1298742.3989	IGHV4-34 288 15 
SRR1298742.2623	IGHV1-8 295 7 
SRR1298742.8511	IGHV3-49 298 1 
SRR1298742.3238	IGHV6-1 304 0 
SRR1298742.1344	IGHV1-46 296 12 
SRR1298742.7882	IGHV3-74 290 21 
SRR1298742.8990	IGHV4-39 300 18 
SRR1298742.2871	IGHV1-2 292 16 
SRR1298742.7077	IGHV4-34 287 34 
SRR1298742.5915	IGHV1-46 297 13 
SRR1298742.9358	IGHV4-34 290 29 
SRR1298742.2668	IGHV4-30-4/31 298 24 
SRR1298742.7537	IGHV1-2 292 17 
SRR1298742.3857	IGHV1-46 296 11 
SRR1298742.8775	IGHV4-34 288 16 
SRR1298742.7088	IGHV3-49 301 0 
SRR1298742.3284	IGHV1-2 292 16 
SRR1298742.7832	IGHV3-49 300 0 
SRR1298742.815	IGHV3-74 290 21 
SRR1298742.2809	IGHV6-1 304 8 
SRR1298742.6758	IGHV1-2 292 17 
SRR1298742.200	IGHV3-49 300 1 
SRR1298742.7983	IGHV3-49 301 0 
SRR1298742.488	IGHV1-2 291 16 
SRR1298742.7666	IGHV6-1 304 7 
SRR1298742.1168	IGHV1-46 296 13 
SRR1298742.8726	IGHV1-2 292 16 
SRR1298742.623	IGHV1-46 296 12 
SRR1298742.6703	IGHV3-49 300 0 
SRR1298742.1379	IGHV1-2 292 16 
SRR1298742.7810	IGHV6-1 303 3 
SRR1298742.2136	IGHV1-2 292 16 
SRR1298742.4015	IGHV6-1 304 1 
SRR1298742.3072	IGHV1-2 293 16 
SRR1298742.2001	IGHV6-1 305 7 
SRR1298742.4662	IGHV6-1 302 5 
SRR1298742.401	IGHV4-34 288 17 
SRR1298742.4841	IGHV1-18 291 7 
SRR1298742.8954	IGHV1-8 295 7 
SRR1298742.3327	IGHV6-1 304 10 
SRR1298742.1772	IGHV3-30/33rn 296 19 
SRR1298742.4037	IGHV1-2 292 16 
SRR1298742.2358	IGHV1-2 292 18 
SRR1298742.7982	IGHV3-49 300 0 
SRR1298742.7634	IGHV1-46 296 11 
SRR1298742.7955	IGHV3-49 301 0 
SRR1298742.830	IGHV1-46 296 11 
SRR1298742.4908	IGHV1-8 295 7 
SRR1298742.1176	IGHV1-2 292 17 
SRR1298742.6251	IGHV1-2 292 16 
SRR1298742.7043	IGHV2-5 295 9 
SRR1298742.7164	IGHV3-30/33rn 295 19 
SRR1298742.9434	IGHV1-2 292 16 
SRR1298742.2250	IGHV1-2 292 17 
SRR1298742.4957	IGHV1-46 296 11 
SRR1298742.8204	IGHV3-49 302 0 
SRR1298742.3558	IGHV6-1 304 8 
SRR1298742.8151	IGHV4-39 299 18 
SRR1298742.3248	IGHV3-74 283 23 
SRR1298742.8256	IGHV1-2 292 16 
SRR1298742.2800	IGHV1-2 292 16 
SRR1298742.5474	IGHV3-49 300 0 
